Price,property_id,title,street_address,city,province,price_per_night,bedroom_count,bathroom_count,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,category,type,guest_count,location_score,rating,booking_id,tenant_id,start_date,end_date,total_price,payment_status,tax_record_id,municipality,tax_rate,distribution_status,factor_id,seasonality_index,tourism_stats,local_events,inflation,cpi,listing_type,area_sqft,build_area_sqft
150000,93d853fe-263c-4001-aba7-2e835c06f081,"Full Furnished House On Rent : House For Rent In Lazimpat, Kathmandu","uttar dokha, Lazimpat, Kathmandu",Kathmandu,Other,1000,4,4,3.0,2,North East,2010.0,516.0,7 Aana,13 Feet,10.0,,N/A Aana,2020-01-01,"['Garage', 'Air Condition', 'Garden', 'Frontyard', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Well', 'Water Tank']",Apartment,Entire Place,2,0.6,4.0,,,,,75270546,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2395.75,400.0
17000000,0691001f-abaa-47bc-a8da-2bcafde1f88e,"House On SALE!! : House For Sale In Kapan, Kathmandu","Kapan height, Kapan, Kathmandu",Kathmandu,Other,1000,8,3,10.0,2,North,2010.0,706.0,3.5 Aana,10 Feet / Soil Stabilized,10.0, Soil Stabilized,3 Aana,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,54942434,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1197.875,1026.75
18500000,0a995e96-9de8-45f4-8625-0fe74e1548c0,"2.5 Storey New : House For Sale In Gothatar, Kathmandu","Buddhachwok, Gothatar, Kathmandu",Kathmandu,Other,1000,3,3,2.5,1,East,2075.0,0.0,0-3-0-0 Aana,14 Feet / Gravelled,10.0, Gravelled,1026 Aana,2020-01-01,"['Lawn', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,1654381297,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,351148.5
17000000,5b31d2c5-e56a-4f0a-b813-6092daffef69,"Akasedharama Naya Ghar : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,Other,1000,4,5,3.0,1,West,2076.0,0.0,3 Aana,16 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,['Garage'],Apartment,Entire Place,2,0.6,4.0,,,,,33988176,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1026.75,400.0
32500000,f1d945e6-27d6-4434-9369-305579fbe21d,"Budhanilkantha Mandikatar Height Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,Other,1000,8,6,3.0,1,South East,2076.0,862.0,4 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Drainage', 'Water Supply', 'Solar Water', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,45821809,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
29800000,785b302c-9837-4292-9bcf-88115d739e99,"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,5,5,3.0,2,East,2076.0,641.0,4 Aana,15 Feet / Paved,10.0, Paved,N/A Aana,2020-01-01,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,49879244,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
33500000,161eade5-3335-461c-a3db-11e57158b5cb,"Beautiful Semi Bungalow For Sale : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,Other,1000,5,5,3.0,1,North West,2076.0,837.0,5.5 ana Aana,14 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,"['Garage', 'Balcony', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well']",Apartment,Entire Place,2,0.6,4.0,,,,,10520944,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,5.5,400.0
29900000,1385a7e8-39cd-4716-a282-aea523320868,"House For Sale At Bhangal Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Sundar Basti Bhangal, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,7,6,3.0,2,South West,2019.0,472.0,5 Aana,20 Feet / Blacktopped,10.0, Blacktopped,2700 Sq. Feet,2020-01-01,"['Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,66799969,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1711.25,2700.0
49000000,8c4d5d07-a72a-46da-8ba4-03ce64a050de,"New Homes At Basundhara Chauki : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,Other,1000,6,6,3.0,2,South,2074.0,498.0,5.3 Aana,14 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,68784380,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1813.925,400.0
29900000,ebc6309c-a42d-4cee-aa1b-d0119d7e8b50,"Brand New : House For Sale In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,Other,1000,5,3,2.5,1,South,2076.0,0.0,0-3-0-0 Aana,10 Feet / Concrete,10.0, Concrete,N/A Aana,2020-01-01,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,6677027,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
21000000,2ea68c42-db7c-4f54-b044-e8003afe8d73,"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,Other,1000,6,6,3.0,1,East,2074.0,550.0,3 Aana,13 Feet / Paved,10.0, Paved,N/A Aana,2020-01-01,['Garage'],Apartment,Entire Place,2,0.6,4.0,,,,,37536582,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1026.75,400.0
100000000,74322112-2d71-464f-8207-3260fe2d75c2,"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,Other,1000,6,6,3.0,5,East,2069.0,589.0,19 Aana,13 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Garage', 'Balcony', 'Backyard', 'Frontyard', 'Garden', 'Fencing', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Store Room', 'Parking', 'Security Staff', 'Kids Playground']",Apartment,Entire Place,2,0.6,4.0,,,,,197742469,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,6502.75,400.0
45000000,ba16526c-947d-4fdd-8a72-a65a90812535,"Ganeschok Home : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,Other,1000,5,5,3.0,1,North,2010.0,179.0,6 ana Aana,13 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Drainage', 'Water Tank', 'Solar Water', 'Water Supply']",Apartment,Entire Place,2,0.6,4.0,,,,,9545685,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,6.0,400.0
33500000,38d3f7fb-46ab-4382-b3d2-847629b8922a,"Grandy Tokhama Naya Ghar : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,Other,1000,6,6,3.0,1,South East,2076.0,87.0,4 Aana,14 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Balcony', 'Drainage', 'Solar Water', 'Water Tank']",Apartment,Entire Place,2,0.6,4.0,,,,,46630766,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
28500000,00ada5cd-a43d-4789-8870-efea91e0eb6e,"Hattigauda Brand New Semi Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,Other,1000,5,5,3.0,1,North,2076.0,143.0,4 Aana,15 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,"['Garage', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well']",Apartment,Entire Place,2,0.6,4.0,,,,,45764242,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
50000000,e4246a38-7066-40c0-8f14-ef9a63b50128,"Basundhara Indreni Colony Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,Other,1000,5,5,3.0,3,East,2071.0,551.0,11 Aana,16 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Frontyard', 'Garden', 'Garage', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,116728841,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,3764.75,400.0
35000000,963b8eea-8963-4cd8-afea-fb26be1ba405,"Nayabazar Home : House For Sale In Naya Bazar, Kathmandu","Na, Naya Bazar, Kathmandu",Kathmandu,Other,1000,5,5,3.0,2,East,2069.0,310.0,5 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well']",Apartment,Entire Place,2,0.6,4.0,,,,,60287301,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1711.25,400.0
49000000,77195100-bc47-4b78-b674-468c2768cff6,"Pasikot Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,5,5,3.0,2,West,2076.0,490.0,8.5 Aana,13 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Internet', 'Store Room', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,94692232,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2909.125,400.0
39000000,d7cae8b2-b5cc-4209-aa05-81e6ac3d6640,"7 Ana Bungalow Urgent For Sale : House For Sale In Thulo Bharyang, Kathmandu","Na, Thulo Bharyang, Kathmandu",Kathmandu,Other,1000,5,5,3.0,3,East,2070.0,151.0,7 Aana,15 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Garage', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,75110090,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,2395.75,400.0
29000000,019ced1a-a313-46c0-a7d5-9ecda40b421b,"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,Other,1000,6,6,3.0,1,East,2074.0,316.0,4 Aana,13 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,45345602,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1369.0,400.0
44500000,0d9d5f49-3f36-4703-96b2-83f9237e131e,"Hattigaudama Brand New Family Bungalows : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,Other,1000,5,5,3.0,1,South,2076.0,410.0,5 Aana,16 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Balcony', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,62065306,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1711.25,400.0
29800000,5e410b2b-ba2e-43f0-b02e-67e0417750a7,"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,Other,1000,5,5,3.0,1,East,2010.0,581.0,4.1 Aana,16 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Balcony', 'Garage', 'Parking', 'Store Room', 'Solar Water', 'Water Supply', 'Water Well']",Apartment,Entire Place,2,0.6,4.0,,,,,46368635,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1403.225,400.0
45000000,74868d6b-2a61-4e1c-80a4-9b3ebb22080e,"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,Other,1000,3,2,13.0,1,South,2015.0,0.0,1800 Sq. Feet,20 Feet / Blacktopped,10.0, Blacktopped,1800 Sq. Feet,2020-01-01,"['Jacuzzi', 'Lawn', 'Garage', 'Air Condition', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance']",Apartment,Entire Place,2,0.6,4.0,,,,,67845090,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1800.0,1800.0
15000,8cad5e83-17f8-470e-9089-abe57037e514,"Flat For Rent In Imadol, Lalitpur","OCHHU height, Imadol, Lalitpur",Lalitpur,Other,1000,2,1,3.0,0,South East,2075.0,657.0,700 Sq. Feet,14 Feet / Gravelled,10.0, Gravelled,700 Sq. Feet,2020-01-01,"['Garden', 'Modular Kitchen', 'Water Supply', 'Water Tank']",Apartment,Entire Place,2,0.6,4.0,,,,,23108951,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,700.0,700.0
38700000,1de598cf-e4ea-4631-b651-8848d8a85653,"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu","Bhimsengola, Bhimsengola, Baneshwor, Kathmandu",Kathmandu,Other,1000,6,5,3.0,3,East,2076.0,0.0,0-4-0-0 Aana,15 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,9949035,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
39000000,a405a989-09f6-4ecb-996f-7b8d02f9a635,"Brand New House On Sale At Bhimsengola : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,Other,1000,6,5,3.0,3,East,2019.0,859.0,0-4-0-0 Aana,13 Feet / Blacktopped,10.0, Blacktopped,2300 Sq. Feet,2020-01-01,[],Apartment,Entire Place,2,0.6,4.0,,,,,19487325,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,2300.0
15000000,682d0318-0292-4d26-995f-8a67ad8b435a,"House For Sale In Syuchatar, Kathmandu","Green Village Society, Syuchatar, Kathmandu",Kathmandu,Other,1000,4,2,1.5,1,South,2072.0,0.0,0-4-3-0 Aana,18 Feet / Concrete,10.0, Concrete,151 Sq. Feet,2020-01-01,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,4088637,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,151.0
155000000,6225bab9-1980-49af-8a7e-7769dc6c06ae,"Commercial Building : House For Sale In Thulo Bharyang, Kathmandu","Nearby ekdhara chwok, Thulo Bharyang, Kathmandu",Kathmandu,Other,1000,9,6,5.5,31,North,2075.0,0.0,0-14-2-0 Aana,20 Feet / Blacktopped,10.0, Blacktopped,24000 Aana,2020-01-01,"['Balcony', 'Fencing', 'Gym', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Intercom', 'Internet', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,36806640448,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,8214000.0
32500000,0a6d2868-3451-49bf-802c-89a88538c66c,"2 Storey Beautiful House For Sale At Tinkune : House For Sale In Tinkune, Kathmandu","Subidhanagar,Tinkune, Tinkune, Kathmandu",Kathmandu,Other,1000,4,3,2.0,4,East,2010.0,393.0,5.75 Aana,11 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Lawn', 'Backyard', 'Frontyard', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,56570190,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1967.9375,400.0
90000000,dd65a283-012f-4837-b92b-19633d2fdcf9,"Luxurious Bungalow : House For Sale In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,Other,1000,4,2,2.5,3,South,2010.0,0.0,0-20-0-0 Aana,16 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,6298656,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
15000,2e8f6ac6-d828-4529-96c7-ecfc80468b22,"2BHK FLAT ON RENT AT BALAJU BORATAR (NEAR BANASTHALI KHARIBOT) : House For Rent In Balaju, Kathmandu","Balaju, Kathmandu, Balaju, Kathmandu",Kathmandu,Other,1000,2,1,1.0,1,North,2019.0,868.0,3 Aana,13 Feet / Gravelled,10.0, Gravelled,2.75 Aana,2020-01-01,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Water Tank', 'Internet', 'Kids Playground', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,35165628,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,1026.75,941.1875
150000,d0cda6fa-768e-4151-9905-1bb19d780b31,"Hattiban Height : House For Rent In Hattiban, Lalitpur","Setipakha, Hattiban, Lalitpur",Lalitpur,Other,1000,5,3,3.0,1,East,2012.0,572.0,10 Aana,17 Meter / Blacktopped,10.0, Blacktopped,4 Aana,2020-01-01,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Water Supply', 'Water Well', 'Parking']",Apartment,Entire Place,2,0.6,4.0,,,,,92876260,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,3422.5,1369.0
19000000,27de6abb-5bdf-4a41-b653-021ce650bb50,"New House On Sale In Imadol Height : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,Other,1000,0,4,3.0,1,South East,2074.0,705.0,3.1.2 Aana,13 Feet / Gravelled,10.0, Gravelled,3 Aana,2020-01-01,"['Backyard', 'Frontyard', 'Balcony', 'TV Cable', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank']",Apartment,Entire Place,2,0.6,4.0,,,,,10175224,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,3.1,1026.75
21000000,3b859403-3f28-4009-8468-75fab9b08741,"2.5 Storey : House For Sale In Sitapaila, Kathmandu","near Aadeshwor Planning, Sitapaila, Kathmandu",Kathmandu,Other,1000,6,5,2.5,1,East,2010.0,0.0,0-4-0-0 Aana,14 Feet / Concrete,10.0, Concrete,2200 Aana,2020-01-01,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,3060640715,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,752950.0
21500000,26231b17-5fed-41a9-a8e2-99d0a94c6fe6,"House For Sale In Imadol, Lalitpur","Opposite of green hill city, Imadol, Lalitpur",Lalitpur,Other,1000,5,3,2.5,1,South,2076.0,0.0,0-3-1-0 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,7178212,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
22500000,4419911b-978a-49dd-a9a7-7c142a36e297,"House For Sale In Imadol, Lalitpur","Opposite of Green Hill city, Imadol, Lalitpur",Lalitpur,Other,1000,6,3,2.5,1,South,2076.0,903.0,0-3-2-0 Aana,20 Feet / Blacktopped,10.0, Blacktopped,N/A Sq. Feet,2020-01-01,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",Apartment,Entire Place,2,0.6,4.0,,,,,8805865,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
35000000,f523f417-a628-427f-af08-3676e58e47a1,"Royal Durbar Style Classical Bungalow At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu","Golfutar, Budhanilkantha, Golfutar, Kathmandu",Kathmandu,Other,1000,4,4,2.0,2,East,2010.0,0.0,0-7-0-0 Aana,20 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet', 'Kids Playground']",Apartment,Entire Place,2,0.6,4.0,,,,,6371318,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
60000000,c9df91ba-43a1-4d9e-a4b6-ffabb315bdca,"14 Anna 5 Bhk Bungalow For Sale Mandikatar Height Near Hams Hospital : House For Sale In Mandikatar, Kathmandu","Mandikatar Height Near Hams Hospital, Mandikatar, Kathmandu",Kathmandu,Other,1000,5,4,2.0,2,East,2010.0,756.0,0-14-0-0 Aana,16 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",Apartment,Entire Place,2,0.6,4.0,,,,,9133635,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
75000000,9222f1a1-04bb-4f3f-98c5-5ac5a7552751,"Attractive 11 Anna House For Sale At Dhumbarahi, Inside Ring Road. : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Inside Ring Road, Dhumbarahi, Kathmandu",Kathmandu,Other,1000,0,4,2.0,0,East,2010.0,357.0,0-11-0-0 Aana,18 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet']",Apartment,Entire Place,2,0.6,4.0,,,,,4339987,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
36500000,5c409d2d-3c89-4404-8b3a-570f7deca377,"House For Sale In Basundhara, Kathmandu","Basundhara, Shree Tol, Basundhara, Kathmandu",Kathmandu,Other,1000,4,3,2.0,1,East,2076.0,359.0,0-5-0-0 Aana,15 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet']",Apartment,Entire Place,2,0.6,4.0,,,,,6737444,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
37500000,b1efa74d-8147-4197-9586-4aab25c24396,"5 Anna Fully Furnished Bungalow For Sale At Hattigauda, Very Near Highway. : House For Sale In Hattigauda, Kathmandu","Hattigauda, Near Highway, Hattigauda, Kathmandu",Kathmandu,Other,1000,4,3,2.0,1,South East,2010.0,0.0,0-5-0-0 Aana,15 Feet / Blacktopped,10.0, Blacktopped,N/A Aana,2020-01-01,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Internet', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup']",Apartment,Entire Place,2,0.6,4.0,,,,,5859664,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
25000000,7eb2df57-f721-4fb4-bc8c-a9667a8d0f9a,"3.1 Anna Brand New House For Sale At Greenland Tokha Near Grande : House For Sale In Tokha, Kathmandu","Greenland Tokha Near Grande, Tokha, Kathmandu",Kathmandu,Other,1000,4,3,2.0,1,East,2076.0,221.0,0-3.1-0-0 Aana,12 Feet / Gravelled,10.0, Gravelled,N/A Aana,2020-01-01,"['Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",Apartment,Entire Place,2,0.6,4.0,,,,,6278036,,,,0.13,,,1.0,40000,Trekking Season,4.5,130.0,sale,0.0,400.0
